item_id,item_type,user_id,liked_date,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17
item4321,type1,user1760,2021-10-04 16:30:59.635000,label4,label27,label12,label6,label9,label5,,,,,,,,,,,
item1518,type0,user1761,2021-09-16 21:26:11.024000,label4,label144,label9,label5,label51,label6,label33,label35,label27,label12,,,,,,,
item1629,type2,user1761,2021-09-21 13:45:52.881000,label9,label4,label12,label5,label27,label6,,,,,,,,,,,
item1914,type0,user1761,2021-10-01 19:34:49.375000,label24,label4,label9,label112,label18,label6,label111,,,,,,,,,,
item1853,type0,user1761,2021-10-03 00:18:13.913000,label6,label5,label4,label9,label49,label12,label27,label99,,,,,,,,,
item3185,type2,user1761,2021-09-22 22:50:58.613000,label97,label164,label21,label8,label4,label91,label31,label6,label15,label72,label108,,,,,,
item1885,type0,user1761,2021-09-24 20:43:45.961000,label190,label5,label4,label9,label69,label12,label27,label6,,,,,,,,,
item4266,type0,user1761,2021-09-30 12:54:13.821000,label6,label4,label12,label27,label5,label9,,,,,,,,,,,
item378,type0,user1761,2021-09-20 22:36:59.249000,label9,label27,label12,label4,label5,label6,,,,,,,,,,,
item652,type0,user1768,2021-09-16 23:57:53.464000,label4,label9,label156,label65,label6,label33,label27,label12,label51,label5,,,,,,,
item1527,type0,user1768,2021-09-16 23:59:42.057000,label12,label9,label6,label5,label4,label27,,,,,,,,,,,
item1567,type2,user1768,2021-09-18 18:16:36.563000,label12,label5,label6,label18,label27,label4,label9,,,,,,,,,,
item1781,type0,user1768,2021-09-19 00:08:20.093000,label27,label125,label12,label9,label4,label6,label5,,,,,,,,,,
item3184,type2,user1768,2021-09-22 22:46:35.568000,label27,label6,label5,label4,label9,label12,,,,,,,,,,,
item1976,type1,user1768,2021-10-05 09:02:51.956000,label9,label82,label4,label5,label6,label27,label17,label14,label12,,,,,,,,
item4755,type0,user1768,2021-09-18 17:59:14.633000,label80,label6,,,,,,,,,,,,,,,
item1821,type0,user1768,2021-09-27 10:56:40.592000,label4,label6,,,,,,,,,,,,,,,
item1506,type1,user1769,2021-09-17 00:18:02.448000,label33,label6,label156,label9,label4,label5,label51,label12,label27,label35,,,,,,,
item1182,type0,user1769,2021-08-17 15:02:34.951000,label33,label6,label4,label9,label108,label116,label56,label18,,,,,,,,,
item2632,type0,user1769,2021-08-21 01:38:19.361000,label44,label9,label4,label89,,,,,,,,,,,,,
item502,type1,user1769,2021-08-17 15:10:00.276000,label38,label6,label18,label47,label7,,,,,,,,,,,,
item3796,type1,user1769,2021-08-22 16:39:32.341000,label7,label47,label4,label6,label38,,,,,,,,,,,,
item4083,type1,user1769,2021-09-12 14:28:55.976000,label6,label52,label75,label21,label4,,,,,,,,,,,,
item4115,type1,user1769,2021-09-14 17:56:39.495000,label7,label14,label6,label4,label8,label21,label146,label72,label139,,,,,,,,
item1443,type0,user1769,2021-10-06 15:00:33.187000,label6,label5,label4,label9,label65,label27,label12,,,,,,,,,,
item2159,type1,user1769,2021-10-19 19:21:23.986000,label6,label5,label4,label9,label12,label27,,,,,,,,,,,
item3078,type0,user1769,2021-09-14 15:43:31.101000,label17,label6,label4,label82,label14,label9,,,,,,,,,,,
item4903,type1,user1769,2021-09-20 14:59:37.184000,label5,label6,label27,label12,label9,label4,,,,,,,,,,,
item1532,type2,user1775,2021-09-17 02:22:30.815000,label11,label9,label4,label19,label12,label6,label5,label51,label27,label33,,,,,,,
item1814,type0,user1775,2021-09-27 14:34:35.468000,label58,label70,label6,label33,label86,label69,label51,label116,label108,label20,label135,label9,label4,,,,
item1778,type0,user1775,2021-09-26 19:33:35.672000,label6,label12,label9,label4,label27,label5,,,,,,,,,,,
item1772,type0,user1775,2021-09-26 19:38:57.682000,label6,label41,label27,label12,label9,label18,label4,label5,,,,,,,,,
item1933,type1,user1775,2021-10-02 23:54:46.117000,label4,label12,label27,label5,label9,,,,,,,,,,,,
item1538,type1,user1779,2021-09-17 12:26:33.352000,label6,label4,label9,label86,label33,label20,,,,,,,,,,,
item212,type0,user1779,2021-09-15 15:44:04.305000,label9,label65,label155,label5,label6,label41,label12,label27,label4,,,,,,,,
item2059,type0,user1779,2021-10-09 21:06:43.057000,label12,label5,label9,label27,label4,label6,,,,,,,,,,,
item1474,type1,user1779,2021-09-15 15:36:08.295000,label6,label138,label9,label4,label5,label12,label76,label27,label60,,,,,,,,
item2391,type0,user1779,2021-09-17 12:32:34.125000,label19,label33,label4,label5,label51,label6,label148,label9,label12,label27,,,,,,,
item163,type1,user178,2021-08-10 21:59:18.005000,label33,label4,label116,label108,label9,,,,,,,,,,,,
item288,type2,user178,2021-08-10 21:50:40.269000,label3,label9,label4,label5,label57,label16,,,,,,,,,,,
item232,type0,user178,2021-08-10 22:58:23.093000,label27,label12,label18,label4,label5,label44,label9,label6,,,,,,,,,
item2048,type0,user178,2021-08-12 21:01:05.258000,label8,label21,label88,label4,label72,label6,label93,,,,,,,,,,
item169,type3,user178,2021-08-10 22:59:36.472000,label196,label30,label14,label56,label18,label23,,,,,,,,,,,
item1539,type0,user1780,2021-09-17 12:43:03.143000,label4,label9,label155,label5,label6,label27,label19,label12,,,,,,,,,
item1574,type0,user1780,2021-09-27 10:03:42.421000,label6,label12,label9,label4,label5,label27,,,,,,,,,,,
item1862,type0,user1780,2021-10-20 19:10:17.899000,label27,label4,label5,label136,label12,label19,label9,label6,,,,,,,,,
item3338,type0,user1780,2021-10-03 19:28:03.784000,label6,label57,label9,label16,label5,label4,,,,,,,,,,,
item1288,type1,user1780,2021-10-06 13:44:36.474000,label35,label146,label27,label5,label33,label6,label12,label28,label51,label4,label9,,,,,,
item1536,type1,user1782,2021-09-17 13:17:01.028000,label51,label33,label9,label11,label27,label12,label4,label5,label6,,,,,,,,
item68,type1,user1782,2021-08-07 11:40:05.677000,label3,label35,label6,label5,label4,label9,label27,label12,,,,,,,,,
item631,type1,user1782,2021-08-20 06:01:27.318000,label5,label4,,,,,,,,,,,,,,,
item2320,type1,user1782,2021-08-11 06:54:06.137000,label9,label4,label138,label6,label60,label76,,,,,,,,,,,
item4402,type1,user1782,2021-08-07 11:46:25.461000,label33,label5,label27,label12,label9,label4,label51,label6,,,,,,,,,
item1548,type1,user1787,2021-09-17 16:51:53.665000,label6,label18,,,,,,,,,,,,,,,
item3133,type1,user1787,2021-09-17 16:39:47.511000,label9,label12,label4,label5,label65,label27,label33,label6,label51,,,,,,,,
item1538,type1,user1787,2021-09-17 16:44:58.552000,label4,label9,label12,label5,label27,label6,,,,,,,,,,,
item1543,type1,user1787,2021-09-17 16:41:27.976000,label12,label6,label9,label4,label5,label27,,,,,,,,,,,
item1551,type1,user1787,2021-09-17 16:54:43.657000,label35,label27,label6,label51,label5,label9,label4,label33,label12,,,,,,,,
item476,type0,user1789,2021-09-17 21:19:17.279000,label4,label65,label9,label169,label12,label27,label6,label5,,,,,,,,,
item488,type0,user1789,2021-08-12 20:14:49.329000,label21,label8,label4,label6,label81,label47,label95,label72,,,,,,,,,
item3080,type0,user1789,2021-09-14 18:33:14.262000,label12,label27,label6,label5,label4,label9,,,,,,,,,,,
item120,type0,user1789,2021-09-20 21:26:18.144000,label27,label9,label4,label5,label12,label6,,,,,,,,,,,
item305,type1,user1789,2021-08-12 21:19:05.421000,label56,label9,label44,label4,label5,label27,label12,,,,,,,,,,
item2575,type0,user1789,2021-08-13 23:38:04.560000,label18,label6,label43,label39,,,,,,,,,,,,,
item1556,type0,user1791,2021-09-17 22:45:29.965000,label19,label12,label169,label9,label4,label5,label6,label27,,,,,,,,,
item1584,type2,user1791,2021-09-19 20:15:29.901000,label4,label6,label21,label189,,,,,,,,,,,,,
item3160,type2,user1791,2021-09-19 20:26:55.376000,label70,label33,label6,label4,label9,label58,,,,,,,,,,,
item1943,type0,user1791,2021-10-04 18:01:24.757000,label5,label9,label6,label27,label12,label4,,,,,,,,,,,
item3156,type0,user1791,2021-09-17 16:28:13.986000,label5,label12,label27,label35,label33,label6,label51,label4,label9,,,,,,,,
item690,type0,user1791,2021-09-19 02:03:12.992000,label110,label72,label21,label8,label4,label6,label45,label111,label74,,,,,,,,
item4158,type2,user1791,2021-09-19 20:24:01.720000,label6,label12,label5,label9,label4,label27,,,,,,,,,,,
item4275,type0,user1791,2021-10-01 22:47:29.253000,label12,label65,label9,label4,label5,label6,label28,label33,label27,,,,,,,,
item4942,type2,user1791,2021-09-25 18:54:28.528000,label12,label27,label6,label5,label4,label9,,,,,,,,,,,
item1494,type1,user1794,2021-09-17 23:52:32.178000,label6,label169,label9,label12,label69,label27,label4,label5,,,,,,,,,
item1467,type1,user1794,2021-09-16 10:15:09.201000,label6,label43,label39,label69,,,,,,,,,,,,,
item1565,type1,user1794,2021-09-17 23:45:37.658000,label5,label12,label27,label6,label4,label9,,,,,,,,,,,
item1543,type1,user1794,2021-09-17 23:47:26.574000,label6,label12,label19,label27,label5,label4,label9,label169,,,,,,,,,
item3075,type3,user1794,2021-09-18 00:07:57.701000,label4,label12,label27,label6,label169,label9,label5,,,,,,,,,,
item971,type0,user1809,2021-09-19 13:45:07.731000,label4,label38,label7,label47,label6,label21,,,,,,,,,,,
item1926,type1,user1809,2021-10-02 16:07:49.057000,label27,label12,label6,label5,label9,label4,label61,,,,,,,,,,
item242,type0,user1809,2021-08-21 17:35:55.985000,label74,label68,label131,label274,label67,,,,,,,,,,,,
item557,type0,user1809,2021-08-21 17:45:17.760000,label89,label117,label56,label29,,,,,,,,,,,,,
item3699,type2,user1809,2021-08-21 17:46:22.171000,label12,label9,label27,label5,label4,,,,,,,,,,,,
item1583,type1,user1812,2021-09-19 23:01:04.043000,label91,label31,label6,label108,label97,label15,label4,label8,label21,label72,,,,,,,
item1721,type0,user1812,2021-09-25 10:58:45.003000,label104,label72,label21,label8,label4,label6,label85,label20,,,,,,,,,
item1484,type1,user1812,2021-09-11 19:28:01.336000,label9,label14,label12,label17,label27,label5,label6,label4,label82,,,,,,,,
item649,type0,user1812,2021-10-04 14:45:07.004000,label12,label27,label99,label5,label4,label6,label49,label9,,,,,,,,,
item1386,type1,user1812,2021-09-10 22:21:21.869000,label12,label69,label27,label4,label146,label9,label5,label6,,,,,,,,,
item1449,type0,user1812,2021-09-19 01:24:31.619000,label6,label45,label74,label111,label110,label72,label21,label8,label4,,,,,,,,
item1398,type0,user1812,2021-09-21 13:03:27.105000,label12,label6,label18,label5,label4,label9,label27,,,,,,,,,,
item1686,type0,user1812,2021-09-24 14:25:09.116000,label9,label82,label4,label5,label6,label27,label17,label14,label12,,,,,,,,
item1595,type1,user1817,2021-09-20 10:14:34.940000,label31,label15,label108,label97,label6,label4,label8,label21,label120,label72,label91,,,,,,
item1449,type0,user1817,2021-09-22 10:31:03.016000,label6,label4,label38,label47,label7,,,,,,,,,,,,
item1599,type0,user1817,2021-10-01 01:36:29.785000,label17,label6,label72,label10,label21,label8,label152,label4,,,,,,,,,
item1211,type1,user1817,2021-09-03 20:53:12.830000,label27,label12,label18,label6,label5,label4,label9,,,,,,,,,,
item1484,type1,user1817,2021-09-13 22:50:59.592000,label27,label4,label5,label6,label7,label38,label12,label47,label9,,,,,,,,
item1602,type1,user1821,2021-09-20 17:16:05.557000,label9,label4,label5,label18,label41,label27,label12,label6,,,,,,,,,
item1543,type1,user1821,2021-09-20 17:19:38.563000,label9,label12,label27,label41,label18,label6,label5,label4,,,,,,,,,
item1603,type1,user1821,2021-09-20 17:26:40.297000,label27,label12,label41,label18,label6,label5,label4,label9,,,,,,,,,
item1606,type1,user1821,2021-09-20 21:40:27.115000,label5,label12,label9,label27,label6,label4,,,,,,,,,,,
item1607,type1,user1821,2021-09-20 21:48:24.098000,label4,label12,label9,label5,label27,label6,,,,,,,,,,,
item1608,type1,user1821,2021-09-20 21:52:10.223000,label9,label4,label5,label6,label12,label27,,,,,,,,,,,
item1610,type1,user1821,2021-09-20 22:05:55.418000,label9,label47,label27,label6,label5,label4,label12,label38,label7,,,,,,,,
item1611,type1,user1821,2021-09-20 22:08:06.467000,label33,label27,label71,label12,label9,label4,label5,label6,label101,,,,,,,,
item1614,type1,user1821,2021-09-20 22:19:11.206000,label6,label9,label4,label5,label27,label12,,,,,,,,,,,
item1932,type0,user1821,2021-10-02 20:12:26.808000,label6,label9,label5,label27,label12,label4,,,,,,,,,,,
item3130,type1,user1821,2021-09-20 17:24:46.912000,label27,label9,label4,label5,label6,label12,,,,,,,,,,,
item3046,type1,user1821,2021-09-21 22:32:22.435000,label4,label5,label9,label12,label27,label6,,,,,,,,,,,
item3175,type1,user1821,2021-09-21 22:39:15.445000,label27,label5,label4,label9,label12,label6,,,,,,,,,,,
item2889,type1,user1821,2021-09-20 21:56:49.085000,label9,label12,label6,label27,label4,label5,,,,,,,,,,,
item2719,type1,user1821,2021-09-20 22:15:58.159000,label5,label9,label27,label6,label4,label12,label69,,,,,,,,,,
item685,type1,user1821,2021-09-20 22:26:05.951000,label9,label12,label69,label27,label6,label5,label4,,,,,,,,,,
item2900,type1,user1821,2021-09-21 22:37:23.286000,label27,label12,label9,label48,label6,label5,label4,label93,,,,,,,,,
item3989,type1,user1821,2021-09-21 22:41:47.821000,label12,label9,label4,label5,label27,label6,,,,,,,,,,,
item4904,type1,user1821,2021-09-20 17:10:07.972000,label27,label9,label5,label4,label6,label12,,,,,,,,,,,
item4882,type1,user1821,2021-09-20 17:22:13.881000,label108,label31,label91,label72,label21,label8,label15,label4,label6,label97,,,,,,,
item1507,type1,user1821,2021-09-20 17:29:19.736000,label97,label6,label91,label72,label21,label4,label8,label31,label15,label108,,,,,,,
item3169,type1,user1821,2021-09-21 22:29:24.330000,label16,label12,label6,label4,label5,label9,label57,label27,,,,,,,,,
item3330,type0,user1821,2021-10-02 19:51:03.390000,label4,label27,label6,label5,label9,label12,,,,,,,,,,,
item1604,type1,user1823,2021-09-20 19:08:18.289000,label4,label6,,,,,,,,,,,,,,,
item772,type1,user1823,2021-08-23 19:28:15.151000,label39,label149,label45,label70,label21,label4,label72,label6,label8,,,,,,,,
item775,type1,user1823,2021-08-23 19:41:40.641000,label6,label45,label39,label70,label149,label72,label21,label8,label4,,,,,,,,
item907,type1,user1823,2021-08-25 19:00:08.276000,label47,label38,label7,label4,label6,,,,,,,,,,,,
item1095,type1,user1823,2021-08-31 19:31:45.540000,label5,label35,label4,label9,label3,,,,,,,,,,,,
item767,type1,user1823,2021-08-22 18:46:01.849000,label94,label16,label57,label4,label9,label83,label6,label5,label95,,,,,,,,
item4004,type1,user1823,2021-09-04 23:36:34.837000,label7,label47,label35,label120,label6,label38,,,,,,,,,,,
item4164,type1,user1823,2021-09-20 19:13:28.766000,label5,label4,label9,label12,label27,label6,,,,,,,,,,,
item2671,type1,user1823,2021-08-22 18:50:26.327000,label6,label77,label186,label69,label38,label7,label47,,,,,,,,,,
item735,type1,user1823,2021-08-23 19:31:50.202000,label33,label51,label35,,,,,,,,,,,,,,
item890,type1,user1823,2021-08-25 14:35:26.116000,label9,label20,label86,label33,label6,label4,,,,,,,,,,,
item1612,type0,user1825,2021-09-20 22:09:18.025000,label9,label12,label27,label6,label5,label4,,,,,,,,,,,
item1613,type0,user1825,2021-09-20 22:10:25.553000,label4,label12,label27,label18,label6,label5,label9,,,,,,,,,,
item1747,type0,user1825,2021-09-25 22:58:43.829000,label6,label67,label68,,,,,,,,,,,,,,
item1748,type0,user1825,2021-09-25 23:00:17.692000,label47,label7,label38,label4,label6,,,,,,,,,,,,
item1749,type0,user1825,2021-09-25 23:03:45.763000,label5,label6,label27,label47,label12,label38,label7,label4,label9,,,,,,,,
item1750,type0,user1825,2021-09-25 23:09:06.055000,label101,label33,label6,label9,label4,label5,label71,label77,label12,label27,,,,,,,
item1751,type0,user1825,2021-09-25 23:09:46.972000,label27,label12,label9,label4,label5,label6,,,,,,,,,,,
item1785,type0,user1825,2021-09-26 21:14:21.713000,label5,label6,label27,label12,label160,label9,label4,,,,,,,,,,
item1660,type1,user1825,2021-09-26 21:23:58.519000,label12,label134,label9,label4,label5,label6,label168,label27,label69,label42,,,,,,,
item1870,type1,user1825,2021-09-29 22:05:41.177000,label27,label12,label6,label5,label4,label9,,,,,,,,,,,
item1887,type0,user1825,2021-09-29 22:41:22.907000,label5,label6,label4,label9,label27,label12,,,,,,,,,,,
item1827,type0,user1825,2021-10-01 23:28:51.087000,label5,label35,label33,label6,label4,label9,label28,label12,label27,,,,,,,,
item1950,type0,user1825,2021-10-04 00:32:58.602000,label9,label4,label6,label12,label27,label5,,,,,,,,,,,
item1963,type1,user1825,2021-10-04 20:25:44.650000,label144,label9,label4,label5,label6,label41,label69,label12,label27,,,,,,,,
item1989,type0,user1825,2021-10-06 22:46:03.689000,label6,label5,label4,label9,label12,label27,label18,,,,,,,,,,
item2068,type0,user1825,2021-10-13 14:38:43.633000,label21,label4,label6,,,,,,,,,,,,,,
item2244,type1,user1825,2021-08-07 16:02:36.819000,label4,label5,label51,label6,label33,label27,label12,label9,,,,,,,,,
item2247,type0,user1825,2021-08-07 16:16:36.528000,label60,label27,label76,label138,label12,label5,,,,,,,,,,,
item172,type0,user1825,2021-08-07 16:23:48.429000,label51,label9,label5,label4,label6,label33,label27,label12,,,,,,,,,
item833,type0,user1825,2021-08-21 22:43:57.311000,label12,label125,label5,label27,label56,label37,label14,label26,label179,label50,label4,,,,,,
item1078,type0,user1825,2021-09-13 23:00:08.154000,label72,label8,label21,label149,label4,label70,label39,label6,,,,,,,,,
item3070,type0,user1825,2021-09-13 23:01:53.318000,label6,label47,label4,label7,label38,,,,,,,,,,,,
item1709,type0,user1825,2021-09-17 00:33:07.191000,label4,label27,label9,label51,label33,label35,label5,label156,label12,label6,,,,,,,
item3166,type0,user1825,2021-09-20 22:11:08.634000,label4,label9,label27,label6,label12,label5,,,,,,,,,,,
item1652,type0,user1825,2021-09-22 19:32:45.047000,label161,label6,label4,label9,label5,label27,label12,,,,,,,,,,
item1855,type0,user1825,2021-09-22 19:49:55.559000,label7,label4,label6,label47,label38,,,,,,,,,,,,
item1621,type0,user1825,2021-09-22 19:50:30.369000,label9,label6,label4,label33,label116,label108,,,,,,,,,,,
item1735,type1,user1825,2021-09-25 22:05:04.453000,label12,label135,label9,label4,label5,label6,label27,,,,,,,,,,
item481,type0,user1825,2021-09-25 22:21:17.868000,label71,label12,label27,label101,label33,label6,label5,label4,label9,label77,,,,,,,
item3321,type0,user1825,2021-10-01 23:17:24.670000,label9,label27,label6,label57,label16,label5,label12,label4,,,,,,,,,
item2332,type0,user1825,2021-10-01 23:19:19.065000,label5,label57,label4,label12,label9,label27,label6,label16,,,,,,,,,
item2832,type0,user1825,2021-10-04 00:35:09.861000,label5,label27,label132,label12,label6,label9,label4,,,,,,,,,,
item2178,type0,user1825,2021-10-07 19:59:09.329000,label4,label27,label16,label12,label57,label6,label5,label9,,,,,,,,,
item2098,type1,user1825,2021-10-14 17:45:04.279000,label6,label4,label38,label7,label47,,,,,,,,,,,,
item3511,type1,user1825,2021-08-07 16:01:09.893000,label21,label45,label6,label72,label4,label17,label10,label152,label8,,,,,,,,
item35,type0,user1825,2021-08-07 16:15:22.027000,label14,label9,label4,label43,label224,label6,,,,,,,,,,,
item3513,type2,user1825,2021-08-07 17:03:41.514000,label125,label26,label18,,,,,,,,,,,,,,
item3786,type0,user1825,2021-08-21 22:44:58.793000,label29,,,,,,,,,,,,,,,,
item713,type0,user1825,2021-08-21 22:45:52.550000,label37,label28,label12,label4,label50,label18,label33,label23,,,,,,,,,
item1492,type1,user1825,2021-09-16 10:12:13.540000,label208,label41,label5,label30,label12,,,,,,,,,,,,
item4172,type0,user1825,2021-09-22 19:31:09.135000,label12,label9,label6,label5,label18,label41,label27,label4,,,,,,,,,
item1364,type0,user1825,2021-09-22 19:43:43.621000,label27,label6,label12,label5,label4,label9,,,,,,,,,,,
item4213,type0,user1825,2021-09-25 22:24:57.926000,label71,label77,label27,label101,label33,label6,label5,label12,label4,label9,,,,,,,
item3269,type0,user1825,2021-09-26 21:15:20.088000,label4,label8,label6,label21,label149,label39,label70,label72,,,,,,,,,
item1679,type1,user1825,2021-09-26 21:19:59.244000,label12,label6,label5,label4,label9,label160,label27,,,,,,,,,,
item1862,type0,user1825,2021-09-29 22:05:00.005000,label9,label4,label60,label138,label76,label6,,,,,,,,,,,
item1823,type0,user1825,2021-09-29 22:23:01.432000,label14,label21,label139,label7,label72,label8,label4,label6,,,,,,,,,
item4262,type0,user1825,2021-09-29 22:24:00.291000,label164,label69,label41,label12,label4,label5,label9,,,,,,,,,,
item1951,type1,user1825,2021-10-01 23:14:13.107000,label12,label9,label27,label6,label5,label4,,,,,,,,,,,
item4291,type0,user1825,2021-10-04 00:31:56.873000,label9,label12,label6,label5,label4,label27,,,,,,,,,,,
item1954,type0,user1825,2021-10-04 20:30:25.668000,label176,label5,label35,label4,label9,,,,,,,,,,,,
item2057,type0,user1825,2021-10-13 14:26:24.474000,label9,label69,label12,label27,label5,label4,,,,,,,,,,,
item2085,type1,user1825,2021-10-14 17:45:47.796000,label7,label47,label6,label4,label38,,,,,,,,,,,,
item2207,type0,user1825,2021-10-14 19:27:19.735000,label5,label6,label4,label9,label243,label12,label27,,,,,,,,,,
item2155,type1,user1825,2021-10-20 06:35:09.963000,label27,label19,label12,label217,label9,label4,label5,label6,,,,,,,,,
item4026,type0,user1825,2021-10-20 21:08:00.106000,label27,label9,label4,label12,label19,label5,,,,,,,,,,,
item4360,type0,user1825,2021-10-20 21:09:40.791000,label6,label4,,,,,,,,,,,,,,,
item65,type0,user1825,2021-08-07 16:07:46.654000,label17,label82,label4,label9,label14,label5,label6,label12,label27,label132,,,,,,,
item52,type2,user1825,2021-08-07 16:20:49.352000,label6,label18,label41,label27,label12,label9,label4,label5,,,,,,,,,
item1383,type0,user1825,2021-08-07 16:31:59.954000,label9,label63,label20,label6,label51,label4,,,,,,,,,,,
item1444,type0,user1825,2021-09-13 22:44:00.679000,label7,label47,label35,label160,label6,label38,,,,,,,,,,,
item1443,type0,user1825,2021-09-13 22:52:49.321000,label7,label47,label6,label4,label38,,,,,,,,,,,,
item4886,type0,user1825,2021-09-17 00:37:02.127000,label33,label19,label12,label134,label4,label9,label5,label51,label6,label27,,,,,,,
item1385,type0,user1825,2021-09-22 19:55:51.241000,label8,label31,label91,label72,label21,label4,label6,label97,label108,label15,,,,,,,
item1736,type1,user1825,2021-09-25 22:04:30.731000,label12,label5,label6,label18,label27,label9,label4,,,,,,,,,,
item4944,type0,user1825,2021-09-25 22:27:43.831000,label6,label5,label4,label12,label9,label27,,,,,,,,,,,
item1670,type0,user1825,2021-09-25 22:47:12.581000,label9,label12,label5,label6,label27,label146,label4,,,,,,,,,,
item797,type0,user1825,2021-09-25 22:57:45.200000,label108,label116,label58,label86,label33,label6,label51,label4,label9,label122,label70,label20,,,,,
item4945,type2,user1825,2021-09-25 23:06:18.941000,label6,label68,label67,,,,,,,,,,,,,,
item4946,type2,user1825,2021-09-25 23:07:44.811000,label12,label146,label9,label4,label5,label6,label27,label69,,,,,,,,,
item3247,type0,user1825,2021-09-29 22:09:28.061000,label12,label19,label27,label6,label28,label4,label9,label5,label33,,,,,,,,
item818,type0,user1825,2021-09-29 22:16:08.331000,label6,label12,label69,label192,label9,label4,label5,label27,,,,,,,,,
item4913,type0,user1825,2021-09-29 22:31:09.882000,label27,label9,label4,label5,label6,label12,,,,,,,,,,,
item4994,type0,user1825,2021-10-01 23:17:34.971000,label5,label9,label4,label12,label27,,,,,,,,,,,,
item5006,type0,user1825,2021-10-04 00:28:59.151000,label4,label75,label6,label52,,,,,,,,,,,,,
item1288,type1,user1825,2021-10-06 06:44:08.567000,label96,label102,label17,label9,label4,label6,,,,,,,,,,,
item400,type1,user1825,2021-10-06 06:44:53.843000,label27,label12,label9,label4,label5,label6,,,,,,,,,,,
item5024,type0,user1825,2021-10-06 22:20:11.113000,label43,label9,label6,label103,label39,label10,label4,,,,,,,,,,
item5025,type0,user1825,2021-10-06 22:55:59.283000,label12,label5,label4,label9,label27,,,,,,,,,,,,
item2099,type0,user1825,2021-10-14 19:22:01.289000,label6,label20,label86,label33,label4,label9,,,,,,,,,,,
item1617,type0,user1826,2021-09-20 22:55:09.931000,label27,label44,label9,label4,label5,label6,label12,,,,,,,,,,
item1618,type0,user1826,2021-09-20 23:07:07.343000,label5,label4,label9,label12,label27,label6,,,,,,,,,,,
item3168,type2,user1826,2021-09-20 23:10:27.040000,label47,label7,label38,label4,label6,,,,,,,,,,,,
item957,type0,user1826,2021-08-26 21:43:25.950000,label4,label6,,,,,,,,,,,,,,,
item1991,type0,user1826,2021-09-20 23:21:06.832000,label9,label4,label6,label33,label86,label20,,,,,,,,,,,
item1619,type0,user1827,2021-09-20 23:17:25.570000,label27,label4,label5,label6,label12,label44,label9,,,,,,,,,,
item2559,type0,user1827,2021-08-18 01:39:00.518000,label5,label18,label6,,,,,,,,,,,,,,
item1287,type0,user1827,2021-09-03 23:01:26.335000,label18,label6,label5,label9,label4,label12,label27,,,,,,,,,,
item692,type0,user1827,2021-08-24 10:59:22.610000,label7,label6,label47,label4,label38,,,,,,,,,,,,
item2172,type0,user1827,2021-08-18 02:04:16.043000,label9,label41,label18,label12,label6,label5,label4,label27,,,,,,,,,
item951,type1,user1827,2021-08-27 19:48:17.376000,label38,label65,label135,label6,label47,label7,,,,,,,,,,,
item902,type0,user1827,2021-08-23 11:02:20.730000,label47,label6,label38,label7,label4,,,,,,,,,,,,
item4662,type0,user1827,2021-08-23 11:16:06.918000,label9,label4,label19,label55,label97,label74,,,,,,,,,,,
item670,type0,user1827,2021-08-30 23:38:29.318000,label6,label57,label16,label27,label5,label9,label12,label4,,,,,,,,,
item2176,type0,user1827,2021-10-21 16:19:30.016000,label47,label38,label7,label6,label4,,,,,,,,,,,,
item1621,type0,user1829,2021-09-21 09:18:48.520000,label6,label27,label9,label4,label44,label5,label12,,,,,,,,,,
item1964,type0,user1829,2021-10-06 02:08:57.240000,label27,label18,label6,label9,label4,label5,label12,,,,,,,,,,
item2812,type0,user1829,2021-09-14 21:50:58.848000,label5,label6,label12,label19,label9,label27,label4,,,,,,,,,,
item1179,type0,user1829,2021-09-14 22:14:45.798000,label47,label65,label4,label6,label38,label7,,,,,,,,,,,
item1978,type1,user1829,2021-10-06 02:04:41.879000,label12,label9,label4,label5,label6,label27,label19,,,,,,,,,,
item1626,type0,user1833,2021-09-21 12:28:35.037000,label9,label4,label5,label6,label18,label27,label12,,,,,,,,,,
item1636,type0,user1833,2021-09-21 23:26:51.470000,label9,label6,label16,label4,label12,label27,label5,label57,,,,,,,,,
item1649,type2,user1833,2021-09-22 17:10:30.972000,label72,label21,label8,label31,label45,label4,label6,label97,label108,label15,label91,,,,,,
item1650,type2,user1833,2021-09-22 17:12:25.248000,label9,label44,label4,label5,label12,label27,label6,,,,,,,,,,
item1556,type0,user1833,2021-09-22 17:17:26.161000,label12,label18,label27,label9,label6,label5,label4,,,,,,,,,,
item1431,type0,user1833,2021-09-14 22:19:15.378000,label4,label9,label5,label6,label87,label27,label40,label12,,,,,,,,,
item4171,type0,user1833,2021-09-22 16:25:44.068000,label91,label31,label6,label4,label8,label21,label72,label15,label108,label97,label45,,,,,,
item1637,type0,user1833,2021-09-22 16:31:53.325000,label4,label12,label27,label18,label6,label5,label9,,,,,,,,,,
item1627,type3,user1834,2021-09-21 12:42:49.961000,label27,label9,label4,label6,label5,label12,label18,,,,,,,,,,
item1669,type1,user1834,2021-09-24 17:44:01.476000,label4,label5,label9,label159,label12,label27,label35,label6,,,,,,,,,
item2111,type1,user1834,2021-10-17 08:49:36.806000,label27,label35,label6,label9,label4,label12,label5,,,,,,,,,,
